brand_name,product_name,product_shade,product_rating,product_url
Wardah,Hydra Rose Gel Foam Cleanser,,4.2,https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/wardah-hydra-rose-gel-foam-cleanser?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,EyeXpert Nude Colours Eyeshadow,Classic,4.5,https://reviews.femaledaily.com/products/eyes/eye-shadow-pallete/wardah/eyexpert-eyeshadow?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Exclusive Matte Lip Cream,11 Oh So Nude - Reformulation in May 2023,3.8,https://reviews.femaledaily.com/products/lips/lipstick/wardah/exclusive-matte-lip-cream-63?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Nature Daily Aloe Hydramild Moisturizer Cream,,3.6,https://reviews.femaledaily.com/products/moisturizer/day-cream/wardah/aloe-hydramild-moisturizer-cream?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,EyeXpert Volume Expert Mascara,,4.2,https://reviews.femaledaily.com/products/eyes/mascara/wardah/wardah-volume-expert-mascara?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,White Secret Facial Wash - Discontinued,,3.4,https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/white-secret-facial-wash-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Everyday Beauty Balm Cream,Light,3.6,https://reviews.femaledaily.com/products/face/bb-cream/wardah/everyday-beauty-balm-cream-25?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Lightening Gentle Exfoliator,,3.3,https://reviews.femaledaily.com/products/cleanser/scrub-exfoliator/wardah/lightening-gentle-exfoliator?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,EyeXpert Perfect Curl Mascara,,3.2,https://reviews.femaledaily.com/products/eyes/mascara/wardah/perfectcurl-88?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Anti Dandruff Shampoo,,3.2,https://reviews.femaledaily.com/products/shampoo-conditioner/shampoo-64/wardah/wardah-anti-dandruff-shampoo?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Everyday Beauty Balm Cream,Natural,3.4,https://reviews.femaledaily.com/products/face/bb-cream/wardah/everyday-beauty-balm-cream?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Lip Balm,Strawberry,3.5,https://reviews.femaledaily.com/products/lips/lip-treatment/wardah/lip-balm-99?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,UV Shield Aqua Fresh Sunscreen Serum SPF 50 PA++++,Reformulation in July 2023,3.4,https://reviews.femaledaily.com/products/moisturizer/sun-protection-44/wardah/uv-shield-aqua-fresh-essence-spf-50pa-2?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,White Secret Intense Brightening Essence - Discontinued,,3.7,https://reviews.femaledaily.com/products/treatment/serum-essence-23/wardah/white-secret-49?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Everyday Fruity Sheer Lip Balm,Strawberry,3.9,https://reviews.femaledaily.com/products/lips/lip-treatment/wardah/everyday-fruity-sheer-lip-balm?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Everyday Cheek & Lip Tint,Pink On Point,3.7,https://reviews.femaledaily.com/products/lips/lip-tint/wardah/wardah-cheek-and-liptint?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Lip Palette,Perfect Red,3.1,https://reviews.femaledaily.com/products/lips/lip-palette/wardah/lip-palettee?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Staylast Liquid Eyeliner,Black,3.4,https://reviews.femaledaily.com/products/eyes/eyeliner/wardah/eyexpert-staylast-liquid-eyeliner?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Perfect Bright Bright + Oil Control Creamy Foam,Reformulation in October 2022,3.5,https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/wardah-perfect-bright-creamy-foam-100-ml-3?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Lightening Whip Facial Foam,,3.4,https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/wardah-lightening-whip-facial-foam-11?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Intense Matte Lipstick,05 Easy Brownie,4,https://reviews.femaledaily.com/products/lips/lipstick/wardah/intense-matte-lipstick-84?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Acnederm Day Moisturizer,,3.2,https://reviews.femaledaily.com/products/moisturizer/day-cream/wardah/wardah-acnederm-day-moisturizer?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,C-Defense DD Cream,Light,3.8,https://reviews.femaledaily.com/products/face/bb-cream/wardah/c-def-dd-cream-light-20ml?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Colorfit Velvet Matte Lip Mousse,08 Brown Creator,4.2,https://reviews.femaledaily.com/products/lips/lipstick/wardah/wardah-colorfit-velvet-matte-lip-mousse-08-brown-creator-34?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Luminous Liquid Foundation,Light Beige,3.4,https://reviews.femaledaily.com/products/foundation/liquid/wardah/luminous-liquid-foundation?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,C-Defense Face Mist,,3.7,https://reviews.femaledaily.com/products/moisturizer/face-mist/wardah/wardah-c-defense-face-mist-41?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Luminous Liquid Foundation,Beige,3.4,https://reviews.femaledaily.com/products/foundation/liquid/wardah/luminous-liquid-foundation-49?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Perfect Bright Bright + Smooth Glow Creamy Foam,,3.5,https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/wardah-perfect-bright-creamy-foam-3?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Nature Daily Mineral+ Clarifying Clay Mask,,3.8,https://reviews.femaledaily.com/products/mask/wash-off-peel-off/wardah/wardah-mineral-clay-mask?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,White Secret Exfoliating Lotion - Discontinued,,3.7,https://reviews.femaledaily.com/products/cleanser/scrub-exfoliator/wardah/white-secret-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,EyeXpert Aqua Lash Mascara,,3.1,https://reviews.femaledaily.com/products/eyes/mascara/wardah/aqua-lash?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Double Function Kit,,2.6,https://reviews.femaledaily.com/products/eyes/eye-primer/wardah/double-function-kit?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Lightening Blue Clay Mask,,3.2,https://reviews.femaledaily.com/products/mask/wash-off-peel-off/wardah/wardah-lightening-blue-clay-mask?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Acnederm Pore Blackhead Balm,,3.4,https://reviews.femaledaily.com/products/treatment/acne-treatment/wardah/wardah-acnederm-pore-blackhead-balm?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Exclusive Matte Lip Cream,13 Fruit Punch - Reformulation in May 2023,4,https://reviews.femaledaily.com/products/lips/lipstick/wardah/exclusive-matte-lip-cream-76?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Blush On,Serie A,3.7,https://reviews.femaledaily.com/products/blush-76/blush/wardah/blush-on-71?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Acnederm Pure Foaming Cleanser,,3.2,https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/acnederm-facial-wash?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Renew You Anti Aging Intensive Serum,Reformulation in July 2022,3.7,https://reviews.femaledaily.com/products/treatment/serum-essence-23/wardah/renew-you-anti-aging-intensive-serum-2?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Nature Daily Seaweed Balancing Facial Wash,,3.6,https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/wardah-seaweed-balancing-facial-wash?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Eye Brow Pencil,Brown,3.9,https://reviews.femaledaily.com/products/eyes/brows/wardah/wardah-eye-brow-pencil?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Exclusive Matte Lip Cream,05 Speechless - Reformulation in May 2023,3.5,https://reviews.femaledaily.com/products/lips/lipstick/wardah/exclusive-matte-lip-cream-79?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Lightening BB Cake Powder,Natural,3.8,https://reviews.femaledaily.com/products/powders/compact/wardah/lightening-bb-cake-powder-natural-2?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Hairfall Treatment Shampoo,,3.3,https://reviews.femaledaily.com/products/shampoo-conditioner/shampoo-64/wardah/hairfall-treatment-shampoo?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Eye Brow Pencil,Black,3.7,https://reviews.femaledaily.com/products/eyes/brows/wardah/eye-brow-pencil?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Everyday Cheek & Lip Tint,My Baerry,4.1,https://reviews.femaledaily.com/products/lips/lip-tint/wardah/wardah-everyday-cheek-and-lip-tint?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Lightening Cleansing Milk,,3.6,https://reviews.femaledaily.com/products/cleanser/cream-lotion/wardah/wardah-lightening-cleansing-milk?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Lip Balm,Vanilla,3.7,https://reviews.femaledaily.com/products/lips/lip-treatment/wardah/lip-balm-53?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Blush On,Serie D,4.1,https://reviews.femaledaily.com/products/blush-76/blush/wardah/blush-on-21?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Exclusive Matte Lip Cream,14 My Honey Bee,4,https://reviews.femaledaily.com/products/lips/lipstick/wardah/exclusive-matte-lip-cream-51?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Renew You Anti Aging Night Cream,Reformulation in July 2022,3.6,https://reviews.femaledaily.com/products/moisturizer/day-cream/wardah/renew-you-anti-aging-night-cream-3?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Colorfit Velvet Matte Lip Mousse,09 Ombre Charmer,4.3,https://reviews.femaledaily.com/products/lips/lipstick/wardah/colorfit-velvet-matte-lip-mousse-27?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Nature Daily Seaweed Balancing Facial Scrub,,3.6,https://reviews.femaledaily.com/products/cleanser/scrub-exfoliator/wardah/wardah-nature-seaweed-balancing-facial-scrub-47?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Acnederm Face Powder,,3.2,https://reviews.femaledaily.com/products/powders/loose/wardah/wardah-acnederm-face-powder?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Nature Daily Seaweed Intensive Night Cream,,3.3,https://reviews.femaledaily.com/products/moisturizer/day-cream/wardah/wardah-seaweed-intensive-night-cream-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Acnederm Night Treatment Moisturizer,,3.6,https://reviews.femaledaily.com/products/moisturizer/night-cream-16/wardah/wardah-acnederm-night-treatment-moisturizer?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Everyday Moisture Lip Nutrition,Honey,3.9,https://reviews.femaledaily.com/products/lips/lip-treatment/wardah/everyday-moisture-lip-nutrition-42?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,White Secret Exfoliating Scrub,,3.8,https://reviews.femaledaily.com/products/cleanser/scrub-exfoliator/wardah/white-secret-exfoliator?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Hydra Rose Dewy Aqua Day Gel,,4,https://reviews.femaledaily.com/products/moisturizer/night-cream-16/wardah/hydra-rose-dewy-aqua-day-gel-2?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Exclusive Liquid Foundation,Natural,3.3,https://reviews.femaledaily.com/products/foundation/liquid/wardah/exclusive-liquid-foudation?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,BB Everyday Shine Free Loose Powder,Translucent,4.1,https://reviews.femaledaily.com/products/powders/loose/wardah/bb-everyday-shine-free-loose-powder?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Perfect Bright Tone Up Micellar Water,Reformulation in October 2022,3.9,https://reviews.femaledaily.com/products/makeup-remover/face-62/wardah/perfect-bright-tone-up-micellar-water-2?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Blush On,Serie C,4,https://reviews.femaledaily.com/products/blush-76/blush/wardah/blush-on-60?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Exclusive Moist Lipstick,21 Orchid Pink ,3.2,https://reviews.femaledaily.com/products/lips/lipstick/wardah/exclusive-lipstick-78?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Staylast Waterproof Gel Eyeliner,Black,3.1,https://reviews.femaledaily.com/products/eyes/eyeliner/wardah/staylast-waterproof-gel-eyeliner?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Exclusive Matte Lip Cream,17 Rosy Cheek - Reformulation in May 2023,4.3,https://reviews.femaledaily.com/products/lips/lipstick/wardah/wardah-exclusive-matte-lipcream-1?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Exclusive Matte Lip Cream,12 Plum It Up - Reformulation in May 2023,4.2,https://reviews.femaledaily.com/products/lips/lipstick/wardah/exclusive-matte-lip-cream-8?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Colorfit Cream Blush,01 Sand Coral,4.3,https://reviews.femaledaily.com/products/blush-76/cream/wardah/colorfit-cream-blush?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Long Lasting Lipstick,11 Cherrie Glam,3.6,https://reviews.femaledaily.com/products/lips/lipstick/wardah/long-lasting-lipstick?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Everyday Fruity Sheer Lip Balm,Grape,3.9,https://reviews.femaledaily.com/products/lips/lip-treatment/wardah/everyday-fruity-sheer-lip-balm-08?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,C-Defense Mousse Moisturizer,,4.7,https://reviews.femaledaily.com/products/moisturizer/lotion-emulsion-45/wardah/c-defense-mousse-moisturizer?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Nature Daily Seaweed Balancing Toner,,3.4,https://reviews.femaledaily.com/products/cleanser/toner/wardah/wardah-nature-daily-seaweed-balancing-toner?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
Wardah,Crystal Secret Brightening Day Cream,,4.1,https://reviews.femaledaily.com/products/moisturizer/day-cream/wardah/crystal-secret-brightening-day-cream?cat=&cat_id=0&age_range=&skin_type=&skin_tone=&skin_undertone=&hair_texture=&hair_type=&order=newest&page=1
